id,ürün fiyatı
220,9.105999999999998
221,7.242999999999999
222,16.738
223,9.118
224,20.318999999999996
225,37.663000000000004
226,8.105
227,25.229999999999997
228,44.69199999999999
229,14.425
230,16.362000000000002
231,31.440999999999995
232,17.41
233,8.649000000000001
234,20.605
235,31.5
236,7.075
237,41.364999999999995
238,18.966
239,5.200000000000001
240,11.453
241,10.852
242,9.501
243,9.403
244,6.602999999999999
245,12.110000000000001
246,9.654
247,9.746
248,18.402
249,7.712000000000001
250,41.15
251,13.076999999999998
252,18.543
253,17.599
254,13.312000000000001
255,8.38
256,20.916000000000004
257,10.769
258,5.037
259,31.709999999999997
260,6.132
261,17.339
262,5.792999999999999
263,5.793
264,16.634000000000004
265,10.089000000000002
266,12.331
267,23.239
268,9.933
269,6.396000000000001
270,34.301
271,14.258000000000001
272,16.570000000000004
273,3.804
274,20.934
275,12.828
276,24.181
277,18.762999999999998
278,6.099000000000001
279,34.14000000000001
280,38.674
281,20.182
282,35.26299999999999
283,43.1
284,32.909
285,56.637
286,23.176000000000002
287,24.678999999999995
288,10.811
289,15.508
290,11.974999999999998
291,6.627000000000001
292,6.098999999999999
293,10.889
294,4.662000000000001
295,21.959
296,18.500999999999998
297,102.31100000000002
298,7.5409999999999995
299,5.107
300,14.728999999999996
301,20.351999999999997
302,8.726
303,14.431000000000001
304,40.663
305,9.910000000000002
306,12.326999999999998
307,7.866
308,4.575999999999999
309,41.487
310,30.472
311,7.0040000000000004
312,7.2
313,19.389999999999997
314,14.517
315,5.112
316,4.8420000000000005
317,5.797000000000001
318,33.783
319,7.187
320,9.462
321,16.330000000000002
322,28.058999999999997
323,11.575
324,16.578000000000003
325,20.229
326,6.189
327,17.076999999999998
328,24.073999999999998
329,42.702000000000005
330,12.087
331,3.353
332,20.398999999999997
333,72.795
334,5.811
335,13.513
336,15.623
337,15.069999999999999
338,13.376999999999999
339,26.642000000000003
340,29.621000000000002
341,32.792
342,13.553999999999998
343,10.581
344,12.264
345,6.325
346,1.6460000000000001
347,13.163
348,43.927
349,27.022999999999996
350,10.275
351,12.868
352,13.263
353,7.938000000000001
354,3.7360000000000007
355,28.232999999999997
356,15.287
357,11.565999999999999
358,8.401
359,25.290000000000003
360,4.8950000000000005
361,16.256999999999998
362,16.225
363,26.514
364,10.678
365,15.660000000000002
366,3.5119999999999996
367,9.230999999999998
368,16.938
369,7.735000000000001
370,5.108
371,1.718
372,2.6700000000000004
373,2.045
374,14.155999999999997
375,8.991
376,37.04599999999999
377,4.179
378,6.351999999999999
379,7.178999999999999
380,18.529999999999998
381,27.241000000000003
382,9.272
383,27.125
384,14.280000000000001
385,21.948
386,28.232999999999997
387,61.194
388,5.059
389,29.537
390,4.046
391,22.639999999999997
392,9.797
393,15.705000000000002
394,12.703
395,16.339
396,22.794
397,5.476000000000001
398,24.277
399,5.817
400,4.4990000000000006
401,15.100999999999999
402,15.866
403,2.6400000000000006
404,3.6090000000000004
405,21.072
406,11.074
407,25.994999999999997
408,6.94
409,4.484
410,3.228
411,21.716
412,3.2660000000000005
413,3.6130000000000004
414,25.401000000000003
415,16.359
416,6.148
417,20.781
418,23.755999999999997
419,24.342999999999996
420,20.761
421,12.373999999999999
422,5.212000000000001
423,14.464999999999998
424,53.333000000000006
425,32.496
426,4.792
427,15.720999999999998
428,12.104000000000003
429,5.396
430,5.989
431,53.664
432,5.7490000000000006
433,32.015
434,17.629
435,33.605000000000004
436,18.842999999999996
437,26.65
438,7.368
439,35.638999999999996
440,23.061
441,7.619
442,32.64999999999999
443,16.502000000000002
444,6.618
445,28.740999999999996
446,5.133
447,25.887
448,2.6239999999999997
449,30.358999999999998
450,8.993
451,21.753999999999998
452,21.562999999999995
453,5.9
454,43.419
455,9.239
456,12.506
457,20.592
458,2.729
459,12.235
460,46.712
461,2.3600000000000003
462,15.105
463,32.649
464,4.8100000000000005
465,5.863
466,13.823000000000002
467,9.169999999999998
468,40.047
469,7.06
470,6.848000000000001
471,56.839
472,5.4399999999999995
473,22.804
474,19.489000000000004
475,14.844
476,7.220000000000001
477,2.049
478,7.260000000000001
479,29.575999999999993
480,37.198
481,25.995000000000005
482,2.403
483,2.146
484,22.278
485,8.079
486,6.776000000000001
487,20.494
488,6.4239999999999995
489,44.636
490,18.312
491,3.2619999999999996
492,13.258000000000001
493,18.110000000000003
494,4.313
495,10.328
496,10.92
497,41.141999999999996
498,31.559000000000005
499,11.916000000000002
500,5.313
501,24.797999999999995
502,14.135
503,8.364
504,9.331
505,24.909
506,10.169
507,3.304
508,13.534
509,30.038999999999998
510,8.918000000000001
511,41.197
512,13.815999999999999
513,0.858
514,21.825
515,29.460999999999995
516,23.418
517,16.963
518,8.302999999999999
519,7.51
520,13.788000000000002
521,7.131
522,5.1659999999999995
523,5.463000000000001
524,3.0549999999999997
525,7.867
526,14.790000000000001
527,13.905999999999997
528,7.714999999999999
529,9.574000000000002
530,19.648000000000003
531,15.76
532,32.418000000000006
533,4.516
534,15.360000000000003
535,4.764
536,9.706999999999999
537,59.196000000000005
538,19.497999999999998
539,18.254
540,7.248
541,0.8170000000000002
542,12.099
543,5.251
544,22.984999999999996
545,12.273
546,12.731
547,16.392999999999997
548,19.324999999999996
549,24.955999999999996
550,5.316000000000001
551,6.385
552,5.5649999999999995
553,9.299000000000001
554,3.4400000000000004
555,14.209999999999999
556,8.280000000000001
557,7.1049999999999995
558,16.241
559,7.867
560,8.017
561,17.828
562,45.07599999999999
563,22.526999999999997
564,4.689
565,5.250000000000001
566,6.723999999999999
567,32.625
568,15.299000000000001
569,11.241999999999999
570,4.243
571,27.472
572,7.147
573,5.572000000000001
574,18.572
575,8.567999999999998
576,10.552
577,17.822
578,5.513
579,17.012
580,11.181
581,5.237999999999999
582,6.577000000000001
583,21.525
584,7.9
585,32.532
586,17.540999999999997
587,5.761
588,7.005000000000001
589,12.455000000000002
590,24.188
591,8.073
592,17.168
593,11.663
594,22.483999999999998
595,6.389999999999999
596,23.23
597,16.130999999999997
598,9.209
599,26.560999999999996
600,21.597
601,1.137
602,9.288
603,7.957000000000001
604,11.273
605,10.921000000000001
606,10.475
607,14.543000000000001
608,5.4
609,37.991
610,10.101
611,10.530000000000001
612,15.643
613,16.36
614,4.087999999999999
615,26.546
616,6.194999999999999
617,17.122
618,8.062999999999999
619,11.081
620,3.1380000000000003
621,37.21999999999999
622,9.673000000000002
623,17.322000000000003
624,4.221
625,14.022
626,17.758000000000003
627,11.474
628,12.296000000000001
629,49.746
630,9.163
631,7.188
632,7.780999999999999
633,23.139000000000003
634,6.706
635,13.169000000000002
636,8.084
637,11.156
638,15.407
639,18.435000000000002
640,10.509
641,31.419
642,8.481
643,12.997
644,3.4550000000000005
645,23.346000000000004
646,23.364
647,19.546999999999997
648,1.01
649,17.581
650,40.15
651,23.139000000000003
652,40.672000000000004
653,5.258
654,12.05
655,19.668
656,10.430000000000001
657,51.952999999999996
658,68.662
659,4.691
660,19.645
661,8.745000000000001
662,5.473000000000001
663,9.573
664,46.173
665,28.204
666,9.508000000000001
667,18.3
668,28.142000000000003
669,19.34
670,4.6549999999999985
671,10.411000000000001
672,6.6480000000000015
673,8.448
674,6.528000000000001
675,18.562
676,9.934000000000001
677,3.279
678,23.995
679,23.473999999999997
680,10.572
681,4.399
682,24.705999999999996
683,16.720000000000002
684,16.179
685,17.327
686,18.453
687,6.58
688,3.469
689,11.39
690,4.092
691,4.769
692,7.850999999999999
693,13.530000000000001
694,17.851
695,48.492000000000004
696,21.799
697,8.214
698,23.059000000000005
699,16.391000000000002
700,17.823999999999998
701,9.417000000000002
702,16.889000000000003
703,7.899000000000001
704,21.132
705,8.991999999999999
706,7.079000000000001
707,6.914
708,26.681
709,39.077999999999996
710,12.791999999999998
711,17.972
712,9.675
713,6.200000000000001
714,4.106999999999999
715,12.875
716,95.935
717,22.171
718,49.056999999999995
719,12.998000000000001
720,5.166
721,10.178
722,19.863000000000003
723,8.660000000000002
724,1.5580000000000003
725,36.24399999999999
726,38.403
727,15.331
728,14.154000000000002
729,19.09
730,1.204
731,4.223000000000001
732,14.577000000000002
733,7.677000000000001
734,9.93
735,18.003
736,8.961
737,22.181
738,116.95700000000002
739,7.575
740,52.197
741,6.218999999999999
742,5.932
743,38.59100000000001
744,1.359
745,18.119000000000003
746,34.908
747,23.737000000000002
748,18.436
749,6.0729999999999995
750,9.481999999999998
751,10.325
752,10.461000000000002
753,20.682
754,8.452
755,4.6049999999999995
756,13.85
757,7.131
758,8.131
759,28.242000000000008
760,23.288999999999998
761,16.166000000000004
762,18.596
763,9.364
764,20.375
765,46.30800000000001
766,5.671999999999999
767,15.538000000000002
768,5.710000000000001
769,11.14
770,4.547000000000001
771,2.0129999999999995
772,7.736999999999999
773,12.498
774,3.8270000000000004
775,20.737000000000002
776,29.451000000000004
777,33.397000000000006
778,12.457999999999998
779,24.345
780,28.958
781,17.722999999999995
782,37.916
783,17.348
784,15.627
785,16.153
786,37.28500000000001
787,8.402000000000001
788,47.513999999999996
789,8.285
790,9.308
791,9.367
792,30.471999999999998
793,10.164999999999997
794,7.328000000000001
795,25.996000000000002
796,8.539000000000001
797,6.812
798,5.217
799,33.831
800,26.517000000000003
801,1.6669999999999998
802,13.042999999999997
803,14.933000000000002
804,13.970999999999998
805,17.962
806,7.058
807,17.404999999999998
808,27.528999999999996
809,11.437000000000001
810,14.357999999999999
811,10.008999999999997
812,5.046
813,24.544999999999998
814,13.585999999999999
815,42.841
816,3.9189999999999996
817,4.532000000000001
818,52.58600000000001
819,38.608000000000004
820,22.432000000000006
821,7.847999999999999
822,25.222
823,8.075999999999999
824,8.158
825,46.634
826,4.698
827,3.131
828,5.818
829,18.799
830,26.522000000000002
831,13.354999999999999
832,9.440999999999999
833,3.7689999999999997
834,13.517000000000001
835,15.453
836,8.146
837,15.713
838,14.013
839,6.223000000000001
840,13.858
841,17.174
842,18.08
843,10.826
844,32.804
845,8.494000000000002
846,15.66
847,26.293
848,5.178
849,15.072999999999999
850,5.031000000000001
851,4.93
852,8.594
853,9.125999999999998
854,2.014
855,7.793000000000001
856,9.384
857,21.426000000000005
858,5.848000000000001
859,30.435000000000002
860,3.2409999999999997
861,39.723
862,8.358
863,1.1619999999999997
864,7.880000000000001
865,32.11
866,24.663
867,5.243999999999999
868,12.943999999999999
869,8.080000000000002
870,18.935
871,5.145
872,5.673
873,5.044
874,31.037
875,15.433000000000002
876,16.236999999999995
877,17.221999999999998
878,4.889
879,13.833000000000002
880,19.881
881,9.168000000000001
882,16.414000000000005
883,3.8440000000000003
884,0.9730000000000001
885,4.146
886,5.675000000000001
887,13.512
888,2.085
889,5.247000000000001
890,7.351999999999999
891,8.322
892,3.502
893,15.920999999999998
894,27.817999999999994
895,15.669
896,10.752999999999998
897,26.205000000000002
898,19.281
899,17.082
900,23.92
901,9.343
902,6.462000000000001
903,5.526000000000001
904,14.831999999999999
905,14.188999999999998
906,6.189
907,39.174
908,4.472
909,53.275
910,20.826999999999998
911,39.604
912,4.973000000000001
913,31.584999999999997
914,14.212
915,7.6800000000000015
916,5.786
917,10.653000000000002
918,42.986000000000004
919,5.549000000000001
920,85.244
921,7.604000000000001
922,14.576999999999998
923,15.016
924,24.123999999999995
925,9.656
926,31.367
927,13.209
928,4.101999999999999
929,4.138
930,14.689000000000002
931,3.1250000000000004
932,7.935999999999998
933,5.026000000000001
934,10.311
935,23.458
936,19.002000000000002
937,8.982999999999999
938,49.69300000000001
939,10.920999999999998
940,11.605
941,17.536
942,5.545
943,19.730999999999998
944,15.943999999999999
945,18.041000000000004
946,29.075
947,56.2
948,6.833999999999999
949,17.098
950,29.45
951,5.401999999999999
952,4.204
953,11.150000000000002
954,4.694
955,15.668000000000001
956,8.174999999999999
957,7.525
958,25.358
959,35.515
960,3.839
961,14.282
962,14.696000000000002
963,4.098999999999999
964,41.988
965,24.574
966,14.290000000000003
967,25.056000000000004
968,14.835999999999999
969,22.659
970,7.456
971,13.745000000000001
972,25.712000000000007
973,33.195
974,26.633999999999997
975,32.918
976,17.746000000000002
977,33.911
978,32.807
979,3.694
980,12.627999999999998
981,13.357
982,5.816
983,9.216
984,17.045
985,10.759
986,26.226999999999997
987,12.722
988,17.253
989,5.3610000000000015
990,1.016
991,9.297
992,22.747
993,12.398
994,7.357000000000001
995,25.217999999999996
996,9.253000000000002
997,9.232000000000001
998,5.776000000000001
999,7.419
1000,19.983
1001,12.302
1002,20.005
1003,3.461
1004,5.303
1005,27.241000000000003
1006,4.250000000000001
1007,17.401
1008,30.256999999999998
1009,11.252
1010,20.356
1011,20.186
1012,9.643
1013,11.427999999999999
1014,11.363
1015,10.454
1016,63.14300000000001
1017,13.073000000000002
1018,9.617999999999999
1019,9.882000000000001
1020,7.481999999999999
1021,21.044999999999998
1022,34.68599999999999
1023,5.549
1024,44.337
1025,12.230999999999998
1026,14.673000000000002
1027,33.135999999999996
1028,6.963000000000001
1029,49.898
1030,18.37
1031,74.74600000000001
1032,17.755000000000003
1033,24.6
1034,44.706
1035,10.574000000000002
1036,18.124
1037,16.382
1038,12.525
1039,15.316999999999998
1040,7.729000000000001
1041,36.311
1042,5.436999999999999
1043,20.366
1044,20.029999999999998
1045,4.502000000000001
1046,15.414000000000001
1047,35.418
1048,8.722000000000001
1049,17.577999999999996
1050,25.282
1051,3.7940000000000005
1052,19.034000000000002
1053,10.614
1054,7.043000000000001
1055,13.508
1056,5.447000000000001
1057,77.62400000000001
1058,17.548000000000002
1059,31.281
1060,5.289
1061,13.458000000000002
1062,7.101000000000001
1063,6.12
1064,6.739
1065,4.108999999999999
1066,4.164
1067,9.161999999999999
1068,15.859
1069,27.288
1070,2.588
1071,6.805
1072,14.925999999999998
1073,21.609
1074,6.8790000000000004
1075,9.313999999999998
1076,18.79
1077,45.801
1078,7.036999999999999
1079,8.393
1080,14.225999999999996
1081,14.152999999999997
1082,18.316000000000003
1083,36.833
1084,12.363999999999999
1085,7.205
1086,8.217
1087,4.967999999999999
1088,7.029999999999999
1089,8.203
1090,21.113999999999997
1091,17.369
1092,37.925
1093,4.849000000000001
1094,24.963
1095,4.7170000000000005
1096,7.374
1097,23.269
1098,2.1849999999999996
1099,8.640999999999998
1100,7.724999999999999
1101,9.09
1102,12.661000000000001
1103,7.839999999999999
1104,8.338000000000001
1105,12.016
1106,3.2999999999999994
1107,4.4270000000000005
1108,8.748000000000001
1109,62.45399999999999
1110,12.952999999999998
1111,6.418000000000001
1112,12.205000000000002
1113,14.101000000000003
1114,12.473
1115,10.188
1116,12.304
1117,19.512999999999998
1118,54.25600000000001
1119,6.976000000000001
1120,8.878
1121,5.7
1122,2.178
1123,39.833000000000006
1124,28.615
1125,6.983
1126,4.451
1127,25.807000000000006
1128,12.154999999999998
1129,16.847
1130,14.365
1131,14.543000000000001
1132,14.917000000000002
1133,6.790000000000002
1134,17.479
1135,6.587000000000001
1136,13.194999999999999
1137,4.962999999999999
1138,2.562
1139,14.544999999999998
1140,13.775000000000002
1141,49.622
1142,8.049999999999999
1143,20.293
1144,14.210000000000003
1145,9.167
1146,43.47599999999999
1147,25.127
1148,32.967000000000006
1149,17.921000000000003
1150,15.241
1151,15.837
1152,19.653000000000002
1153,18.693
1154,11.833
1155,60.911
1156,9.526
1157,20.095
1158,33.909
1159,4.574
1160,29.607
1161,15.890000000000004
1162,23.656
1163,13.102999999999998
1164,11.64
1165,10.679999999999998
1166,15.901
1167,13.943999999999999
1168,14.889
1169,20.741
1170,4.011000000000001
1171,35.126999999999995
1172,14.857000000000003
1173,9.531
1174,3.7439999999999998
1175,5.883
1176,4.815
1177,25.252000000000002
1178,24.259999999999998
1179,3.1579999999999995
1180,10.448
1181,26.774
1182,11.451999999999998
1183,8.916
1184,9.48
1185,10.388000000000002
1186,19.543
1187,10.453999999999999
1188,15.321000000000002
1189,26.058
1190,16.294999999999998
1191,32.025999999999996
1192,1.9480000000000004
1193,9.898
1194,0.944
1195,23.952000000000005
1196,11.077000000000002
1197,2.6290000000000004
1198,39.384
1199,25.641000000000002
1200,6.848999999999999
1201,9.947
1202,14.418000000000001
1203,2.13
1204,19.6
1205,17.625999999999998
1206,15.190999999999997
1207,27.576999999999998
1208,12.943999999999999
1209,5.255000000000001
1210,19.241000000000003
1211,4.066
1212,8.301999999999998
1213,18.982999999999997
1214,16.6
1215,35.31
1216,19.688000000000002
1217,17.638999999999996
1218,3.162
1219,23.445
1220,4.694
1221,12.639
1222,28.432
1223,31.315000000000005
1224,101.365
1225,8.549000000000001
1226,14.070999999999998
1227,39.76899999999999
1228,27.809000000000005
1229,7.415000000000001
1230,2.137
1231,15.635
1232,10.023000000000001
1233,10.84
1234,8.866999999999999
1235,12.937999999999999
1236,5.683999999999999
1237,2.2510000000000003
1238,5.314
1239,7.720000000000001
1240,27.283000000000005
1241,15.544000000000002
1242,9.790000000000001
1243,7.554
1244,10.443000000000001
1245,19.859
1246,22.387999999999998
1247,61.104
1248,20.306
1249,36.88199999999999
1250,21.290999999999997
1251,25.106
1252,41.829
1253,26.756
1254,13.210999999999999
1255,14.709999999999999
1256,14.754999999999995
1257,8.617999999999999
1258,29.875
1259,10.469000000000001
1260,18.856999999999996
1261,18.117
1262,5.0649999999999995
1263,40.454
1264,21.894999999999996
1265,10.701
1266,24.535999999999994
1267,4.380000000000001
1268,22.644
1269,39.504
1270,8.135000000000002
1271,27.067
1272,10.931999999999999
1273,15.050999999999998
1274,0.7870000000000001
1275,7.917999999999999
1276,27.851999999999997
1277,9.815
1278,11.163
1279,5.62
1280,10.02
1281,17.868000000000002
1282,11.004000000000001
1283,6.489
1284,49.345000000000006
1285,20.477
1286,15.430000000000001
1287,31.836000000000002
1288,14.940000000000001
1289,5.468000000000001
1290,18.319999999999997
1291,5.409999999999999
1292,12.763000000000002
1293,17.053
1294,33.479
1295,8.789
1296,15.489
1297,4.733
1298,10.213
1299,25.43
1300,16.156000000000002
1301,9.289
1302,5.300999999999999
1303,13.001
1304,21.421
1305,24.634
1306,16.316
1307,8.264000000000001
1308,24.416000000000004
1309,8.911999999999999
1310,20.316000000000003
1311,8.556000000000001
1312,5.858
1313,38.985
1314,52.274
1315,11.780999999999999
1316,6.902000000000001
1317,5.988
1318,5.093999999999999
1319,5.923
1320,26.004999999999995
1321,23.133000000000003
1322,31.933
1323,11.029
1324,17.025
1325,37.923
1326,19.131000000000004
1327,12.129000000000001
1328,25.055
1329,5.039
1330,15.334999999999999
1331,8.425
1332,24.384000000000004
1333,10.695000000000002
1334,55.074
1335,12.112000000000002
1336,42.95799999999999
1337,19.177
1338,13.675
1339,10.209000000000001
1340,1.61
1341,8.739999999999998
1342,6.122000000000001
1343,5.236
1344,11.325
1345,7.865
1346,20.258
1347,22.242
1348,10.816
1349,33.367000000000004
1350,48.982000000000006
1351,40.178000000000004
1352,75.598
1353,14.800999999999998
1354,16.809
1355,4.313
1356,14.837999999999997
1357,35.900000000000006
1358,26.303000000000004
1359,13.697999999999999
1360,14.89
1361,21.601
1362,6.026999999999999
1363,28.128999999999998
1364,6.459999999999999
1365,2.0629999999999997
1366,31.427000000000003
1367,31.342999999999996
1368,15.232
1369,32.182
1370,30.315000000000005
1371,7.7490000000000006
1372,4.194999999999999
1373,19.496999999999996
1374,3.527
1375,5.131
1376,7.237
1377,31.464999999999996
1378,15.428000000000003
1379,5.039
1380,7.32
1381,11.177
1382,15.797999999999998
1383,5.164
1384,34.741
1385,26.753000000000004
1386,12.887
1387,46.733000000000004
1388,20.927
1389,6.7989999999999995
1390,3.095
1391,36.589
1392,13.570999999999998
1393,23.046
1394,24.025
1395,31.905
1396,29.797000000000004
1397,1.4469999999999998
1398,5.506
1399,2.6830000000000003
1400,16.385999999999996
1401,6.853999999999999
1402,6.767
1403,12.437
1404,21.424000000000003
1405,4.986999999999999
1406,0.8409999999999999
1407,75.27600000000001
1408,6.285
1409,15.142999999999997
1410,2.185
1411,7.122
1412,9.985999999999999
1413,34.025999999999996
1414,19.339
1415,17.052000000000003
1416,10.72
1417,1.7149999999999999
1418,14.943000000000001
1419,12.243
1420,13.782000000000002
1421,10.813999999999998
1422,10.676999999999998
1423,9.574000000000002
1424,3.978
1425,23.304000000000002
1426,8.278000000000002
1427,40.340999999999994
1428,14.828
1429,4.797
1430,38.83399999999999
1431,33.336999999999996
1432,16.42
1433,30.913999999999998
1434,11.845999999999998
1435,7.1899999999999995
1436,9.301
1437,31.746999999999996
1438,7.492
1439,7.825999999999999
1440,9.107000000000003
1441,4.181
1442,94.915
1443,25.499999999999996
1444,12.871999999999996
1445,20.157
1446,25.778
1447,9.489
1448,4.61
1449,19.336000000000002
1450,12.301000000000002
1451,10.091000000000001
1452,9.764000000000001
1453,11.454000000000002
1454,9.528
1455,10.485999999999999
1456,8.534
1457,16.65
1458,4.452
1459,4.287000000000001
1460,23.988000000000007
1461,12.204
1462,5.287999999999999
1463,16.835
1464,14.663
1465,13.699000000000002
1466,16.549
1467,12.675
1468,29.183999999999997
1469,14.091
1470,12.850000000000003
1471,15.520999999999997
1472,11.558
1473,17.726999999999997
1474,13.192000000000002
1475,20.862000000000002
1476,17.031000000000002
1477,9.780999999999999
1478,25.846000000000004
1479,8.32
1480,9.973000000000003
1481,19.558
1482,9.772000000000002
1483,6.869999999999999
1484,11.526
1485,2.621
1486,15.856
1487,9.818999999999999
1488,19.903
1489,6.383
1490,5.904
1491,13.319999999999999
1492,12.399
1493,5.023
1494,5.492999999999999
1495,9.574
1496,19.285999999999998
1497,19.847
1498,13.699000000000002
1499,9.986999999999998
1500,27.181
1501,25.838
1502,4.8260000000000005
1503,38.052
1504,10.979000000000001
1505,4.568
1506,13.849
1507,12.123
1508,10.293000000000001
1509,8.091999999999999
1510,5.047
1511,11.434000000000003
1512,13.622
1513,29.762
1514,4.136
1515,13.514999999999997
1516,39.224000000000004
1517,7.195000000000002
1518,28.434999999999995
1519,8.931000000000001
1520,15.632
1521,3.628
1522,5.635
1523,20.397
1524,2.8089999999999997
1525,31.072000000000003
1526,12.55
1527,19.648999999999997
1528,55.346999999999994
1529,35.839999999999996
1530,24.202999999999996
1531,10.677000000000001
1532,17.213
1533,17.225
1534,43.07600000000001
1535,7.503
1536,9.538
1537,17.034
1538,12.831
1539,32.585
1540,6.082999999999999
1541,5.188
1542,11.295999999999998
1543,11.002
1544,10.411000000000001
1545,6.145999999999999
1546,21.755
1547,9.309999999999999
1548,11.244000000000002
1549,6.259
1550,10.617999999999999
1551,6.699000000000001
1552,5.844
1553,28.792
1554,6.544
1555,14.947000000000003
1556,45.439
1557,5.897
1558,27.189
1559,13.315000000000001
1560,6.055999999999999
1561,3.6019999999999994
1562,15.45
1563,4.136000000000001
1564,9.220000000000002
1565,9.007
1566,56.345000000000006
1567,26.165999999999997
1568,12.66
1569,9.962
1570,14.633999999999997
1571,15.885
1572,15.985
1573,18.125
1574,39.45200000000001
1575,36.839999999999996
1576,36.623000000000005
1577,16.383000000000003
1578,5.235999999999999
1579,15.194999999999999
1580,53.724000000000004
1581,11.445
1582,42.833000000000006
1583,8.958
1584,11.109
1585,17.401000000000003
1586,2.38
1587,16.36
1588,11.912000000000003
1589,6.308000000000001
1590,4.029000000000001
1591,6.877999999999998
1592,41.364999999999995
1593,14.025
1594,17.429
1595,10.618
1596,8.193999999999999
1597,20.441000000000003
1598,27.439
1599,80.57000000000001
1600,9.133
1601,23.692
1602,14.427999999999997
1603,14.166
1604,1.3780000000000001
1605,11.351
1606,2.116
1607,4.215999999999999
1608,25.643999999999995
1609,14.882
1610,16.813
1611,18.411
1612,8.290000000000001
1613,6.089999999999999
1614,1.8050000000000002
1615,11.906
1616,12.068999999999999
1617,32.077
1618,9.309000000000001
1619,0.851
1620,54.220000000000006
1621,4.07
1622,33.192
1623,7.976000000000002
1624,18.243000000000002
1625,42.86300000000001
1626,26.09099999999999
1627,7.767999999999999
1628,7.581999999999999
1629,19.897
1630,16.314
1631,5.552000000000001
1632,38.362
1633,17.581
1634,1.8290000000000002
1635,9.973
1636,2.462
1637,17.352999999999998
1638,22.267
1639,7.559
1640,16.595
1641,3.717
1642,40.956999999999994
1643,5.927
1644,7.950999999999999
1645,8.440999999999999
1646,11.107000000000003
1647,9.59
1648,18.415000000000003
1649,37.12899999999999
1650,13.289000000000001
1651,26.53
1652,14.192000000000002
1653,3.521
1654,8.791999999999998
